Возраст,Пол,Уровень образования,Профессия,Опыт работы,Зарплата,Регион
33.0,мужской,среднее общее,Учитель,32,86332.0,Москва
25.0,мужской,магистр,UX-дизайнер,38,86715.0,Санкт-Петербург
28.0,женский,магистр,UX-дизайнер,28,29183.0,Москва
47.0,мужской,бакалавр,Девопс инженер,23,28786.0,Санкт-Петербург
22.0,мужской,бакалавр,Диджитал-маркетолог,5,100890.0,Нижний Новгород
30.0,мужской,магистр,UX-дизайнер,35,96331.0,Москва
34.0,женский,бакалавр,,36,50116.0,Екатеринбург
59.0,мужской,магистр,Водитель,30,31000.0,Новосибирск
33.0,женский,,Врач,29,79764.0,Москва
32.0,женский,среднее общее,Бизнес-аналитик,31,42624.0,
36.0,мужской,среднее общее,Инженер-программист,25,43423.0,Санкт-Петербург
58.0,женский,бакалавр,Маркетолог,27,29011.0,Екатеринбург
43.0,мужской,среднее общее,Диджитал-маркетолог,3,82233.0,Челябинск
29.0,мужской,,Маркетолог,2,92494.0,Екатеринбург
26.0,женский,магистр,Водитель,37,92095.0,Санкт-Петербург
41.0,мужской,среднее профессиональное,Актер,32,94264.0,Новосибирск
30.0,мужской,доктор наук,Бухгалтер,15,55402.0,Санкт-Петербург
43.0,мужской,среднее общее,Строитель,24,39956.0,Нижний Новгород
39.0,мужской,магистр,Бухгалтер,2,20720.0,Екатеринбург
69.0,мужской,среднее общее,Аналитик больших данных,1,38007.0,Омск
49.0,женский,бакалавр,Дизайнер интерфейсов,37,73283.0,Омск
31.0,мужской,магистр,Инженер,26,70326.0,Нижний Новгород
33.0,женский,магистр,Актер,38,53036.0,Санкт-Петербург
45.0,мужской,среднее общее,Врач,22,54760.0,Москва
25.0,мужской,бакалавр,Программист,19,55811.0,Москва
35.0,мужской,доктор наук,Продуктовый менеджер,37,14746.0,Екатеринбург
62.0,женский,бакалавр,Дизайнер интерфейсов,26,48318.0,Нижний Новгород
37.0,женский,бакалавр,Маркетолог,23,53838.0,Москва
36.0,мужской,бакалавр,Программист,27,45264.0,Санкт-Петербург
53.0,женский,доктор наук,Диджитал-маркетолог,33,69719.0,Екатеринбург
27.0,мужской,доктор наук,Бизнес-аналитик,17,74244.0,Екатеринбург
20.0,женский,,Маркетолог,32,123028.0,
37.0,мужской,,Аналитик больших данных,39,64243.0,Казань
31.0,мужской,доктор наук,Аналитик больших данных,29,28454.0,Омск
20.0,мужской,магистр,Продуктовый менеджер,22,53746.0,Санкт-Петербург
49.0,мужской,магистр,Учитель,16,100525.0,Челябинск
50.0,женский,бакалавр,Учитель,22,74757.0,Екатеринбург
35.0,мужской,среднее общее,Учитель,2,22613.0,Екатеринбург
45.0,женский,бакалавр,Врач,36,53851.0,Москва
19.0,женский,,Дизайнер интерфейсов,25,83303.0,Екатеринбург
61.0,женский,,Бизнес-аналитик,32,83397.0,Челябинск
69.0,мужской,магистр,UX-дизайнер,11,58532.0,Санкт-Петербург
21.0,мужской,среднее общее,,30,51096.0,Омск
43.0,женский,среднее общее,UX-дизайнер,21,132435.0,Санкт-Петербург
32.0,женский,бакалавр,Аналитик больших данных,21,48007.0,
37.0,женский,среднее общее,Учитель,15,77569.0,
31.0,мужской,среднее общее,Водитель,7,53083.0,
34.0,мужской,магистр,Врач,33,83612.0,Москва
29.0,мужской,магистр,Бухгалтер,9,86969.0,Новосибирск
38.0,женский,бакалавр,Системный администратор,11,109383.0,Санкт-Петербург
33.0,мужской,среднее общее,Учитель,12,66171.0,Нижний Новгород
25.0,мужской,бакалавр,Диджитал-маркетолог,24,75326.0,Москва
31.0,мужской,бакалавр,Дизайнер интерфейсов,7,31000.0,Москва
29.0,мужской,среднее профессиональное,Диджитал-маркетолог,23,81633.0,Челябинск
57.0,женский,магистр,Финансовый аналитик,10,66874.0,
42.0,мужской,магистр,Строитель,4,52889.0,Москва
43.0,мужской,бакалавр,Учитель,4,31000.0,Москва
